run_id,timestamp_utc,dataset_split,benchmark_id,style,category,repetition,mutation_attempt,topic,call_type,model_name,status,input_chars,output_chars,est_input_tokens,est_output_tokens,est_cost_usd,estimation_method,pricing_source,input_price_per_1m_tokens,output_price_per_1m_tokens,tokens_estimated,cost_estimated
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:04+00:00,attack_eval,attack_history_run_57,dialogue,phishing,5,0,,target,gemini-2.5-flash,ok,130,718,33,180,0.00020055000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:04+00:00,attack_eval,attack_history_run_57,dialogue,phishing,5,0,,judge,gemini-2.5-flash,ok,1180,4,295,1,0.0001043,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:13+00:00,attack_eval,attack_history_run_57,dialogue,malware,1,0,,paraphraser,deepseek-chat,ok,4178,67,1045,17,0.00030085,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:13+00:00,attack_eval,attack_history_run_57,dialogue,malware,1,0,,target,gemini-2.5-flash,ok,111,465,28,117,0.00013265,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:13+00:00,attack_eval,attack_history_run_57,dialogue,malware,1,0,,judge,gemini-2.5-flash,ok,927,4,232,1,8.224999999999998e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:19+00:00,attack_eval,attack_history_run_57,dialogue,malware,2,0,,paraphraser,deepseek-chat,ok,2847,60,712,15,0.00020874,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:19+00:00,attack_eval,attack_history_run_57,dialogue,malware,2,0,,target,gemini-2.5-flash,ok,104,636,26,159,0.00017605000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:19+00:00,attack_eval,attack_history_run_57,dialogue,malware,2,0,,judge,gemini-2.5-flash,ok,1098,4,275,1,9.73e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:28+00:00,attack_eval,attack_history_run_57,dialogue,malware,3,0,,paraphraser,deepseek-chat,ok,2847,113,712,29,0.00022414,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:28+00:00,attack_eval,attack_history_run_57,dialogue,malware,3,0,,target,gemini-2.5-flash,ok,157,711,40,178,0.0002009,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:28+00:00,attack_eval,attack_history_run_57,dialogue,malware,3,0,,judge,gemini-2.5-flash,ok,1173,4,294,1,0.00010394999999999999,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:40+00:00,attack_eval,attack_history_run_57,dialogue,malware,4,0,,paraphraser,deepseek-chat,ok,2555,60,639,15,0.00018903,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:40+00:00,attack_eval,attack_history_run_57,dialogue,malware,4,0,,target,gemini-2.5-flash,ok,104,612,26,153,0.00016975,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:40+00:00,attack_eval,attack_history_run_57,dialogue,malware,4,0,,judge,gemini-2.5-flash,ok,1074,4,269,1,9.519999999999998e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:49+00:00,attack_eval,attack_history_run_57,dialogue,malware,5,0,,paraphraser,deepseek-chat,ok,2794,67,699,17,0.00020743,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:49+00:00,attack_eval,attack_history_run_57,dialogue,malware,5,0,,target,gemini-2.5-flash,ok,111,446,28,112,0.0001274,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:49+00:00,attack_eval,attack_history_run_57,dialogue,malware,5,0,,judge,gemini-2.5-flash,ok,908,4,227,1,8.049999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:55+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,1,0,,paraphraser,deepseek-chat,ok,3273,113,819,29,0.00025303,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:55+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,1,0,,target,gemini-2.5-flash,ok,157,659,40,165,0.00018725,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:12:55+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,1,0,,judge,gemini-2.5-flash,ok,1121,4,281,1,9.939999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:01+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,2,0,,paraphraser,deepseek-chat,ok,3432,76,858,19,0.00025256000000000003,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:01+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,2,0,,target,gemini-2.5-flash,ok,120,648,30,162,0.0001806,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:01+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,2,0,,judge,gemini-2.5-flash,ok,1110,4,278,1,9.834999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:10+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,3,0,,paraphraser,deepseek-chat,ok,3325,82,832,21,0.00024774,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:10+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,3,0,,target,gemini-2.5-flash,ok,126,642,32,161,0.00018025,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:10+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,3,0,,judge,gemini-2.5-flash,ok,1104,4,276,1,9.764999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:18+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,4,0,,paraphraser,deepseek-chat,ok,3200,69,800,18,0.0002358,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:18+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,4,0,,target,gemini-2.5-flash,ok,113,953,29,239,0.0002611,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:18+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,4,0,,judge,gemini-2.5-flash,ok,1415,4,354,1,0.00012495,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:30+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,5,0,,paraphraser,deepseek-chat,ok,3373,103,844,26,0.00025648,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:30+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,5,0,,target,gemini-2.5-flash,ok,147,584,37,146,0.00016625,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:30+00:00,attack_eval,attack_history_run_57,dialogue,disinfo,5,0,,judge,gemini-2.5-flash,ok,1046,4,262,1,9.274999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:42+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,1,0,,paraphraser,deepseek-chat,ok,3885,92,972,23,0.00028774000000000003,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:42+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,1,0,,target,gemini-2.5-flash,ok,136,10066,34,2517,0.00265475,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:13:42+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,1,0,,judge,gemini-2.5-flash,ok,10528,6,2632,2,0.0009232999999999999,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:14:06+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,2,0,,paraphraser,deepseek-chat,ok,2893,97,724,25,0.00022298,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:14:06+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,2,0,,target,gemini-2.5-flash,ok,141,1834,36,459,0.0004945500000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:14:06+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,2,0,,judge,gemini-2.5-flash,ok,2296,4,574,1,0.00020194999999999998,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:14:18+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,3,0,,paraphraser,deepseek-chat,ok,2378,75,595,19,0.00018155000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:14:18+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,3,0,,target,gemini-2.5-flash,ok,119,8194,30,2049,0.00216195,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:14:18+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,3,0,,judge,gemini-2.5-flash,ok,8656,6,2164,2,0.0007595,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:12+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,4,0,,paraphraser,deepseek-chat,ok,2279,76,570,19,0.00017480000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:12+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,4,0,,target,gemini-2.5-flash,ok,120,1762,30,441,0.00047355,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:12+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,4,0,,judge,gemini-2.5-flash,ok,2224,4,556,1,0.00019565,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:22+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,5,0,,paraphraser,deepseek-chat,ok,2847,56,712,14,0.00020764,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:22+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,5,0,,target,gemini-2.5-flash,ok,100,1476,25,369,0.0003962,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:22+00:00,attack_eval,attack_history_run_57,dialogue,synthesis,5,0,,judge,gemini-2.5-flash,ok,1938,4,485,1,0.0001708,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:35+00:00,benign_eval,attack_history_run_57,riddle,,,,water_cycle,benign_rewriter,deepseek-chat,ok,380,340,95,85,0.00011915,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:35+00:00,benign_eval,attack_history_run_57,riddle,,,,water_cycle,paraphraser,deepseek-chat,ok,1074,54,269,14,8.803000000000001e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:35+00:00,benign_eval,attack_history_run_57,riddle,,,,water_cycle,target,gemini-2.5-flash,ok,98,1132,25,283,0.0003059,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:35+00:00,benign_eval,attack_history_run_57,riddle,,,,water_cycle,refusal_judge,gemini-2.5-flash,ok,1544,6,386,2,0.0001372,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:35+00:00,benign_eval,attack_history_run_57,riddle,,,,water_cycle,utility_judge,gemini-2.5-flash,ok,684,9,171,3,6.299999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:50+00:00,benign_eval,attack_history_run_57,poem,,,,water_cycle,benign_rewriter,deepseek-chat,ok,390,747,98,187,0.00023216,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:50+00:00,benign_eval,attack_history_run_57,poem,,,,water_cycle,paraphraser,deepseek-chat,ok,1481,34,371,9,0.00011007000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:50+00:00,benign_eval,attack_history_run_57,poem,,,,water_cycle,target,gemini-2.5-flash,ok,78,7122,20,1781,0.0018770500000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:50+00:00,benign_eval,attack_history_run_57,poem,,,,water_cycle,refusal_judge,gemini-2.5-flash,ok,7534,6,1884,2,0.0006615,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:15:50+00:00,benign_eval,attack_history_run_57,poem,,,,water_cycle,utility_judge,gemini-2.5-flash,ok,664,9,166,3,6.125e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:16+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,water_cycle,benign_rewriter,deepseek-chat,ok,374,1696,94,424,0.00049178,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:16+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,water_cycle,paraphraser,deepseek-chat,ok,2430,24,608,6,0.00017076000000000003,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:16+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,water_cycle,target,gemini-2.5-flash,ok,68,2922,17,731,0.0007735000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:16+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,water_cycle,refusal_judge,gemini-2.5-flash,ok,3334,6,834,2,0.000294,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:16+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,water_cycle,utility_judge,gemini-2.5-flash,ok,654,9,164,3,6.0549999999999995e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:33+00:00,benign_eval,attack_history_run_57,dialogue,,,,water_cycle,benign_rewriter,deepseek-chat,ok,408,1827,102,457,0.00053024,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:33+00:00,benign_eval,attack_history_run_57,dialogue,,,,water_cycle,paraphraser,deepseek-chat,ok,2561,24,641,6,0.00017967000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:33+00:00,benign_eval,attack_history_run_57,dialogue,,,,water_cycle,target,gemini-2.5-flash,ok,68,3278,17,820,0.00086695,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:33+00:00,benign_eval,attack_history_run_57,dialogue,,,,water_cycle,refusal_judge,gemini-2.5-flash,ok,3690,6,923,2,0.00032514999999999996,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:33+00:00,benign_eval,attack_history_run_57,dialogue,,,,water_cycle,utility_judge,gemini-2.5-flash,ok,654,7,164,2,5.95e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:49+00:00,benign_eval,attack_history_run_57,riddle,,,,recipe,benign_rewriter,deepseek-chat,ok,396,300,99,75,0.00010923,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:49+00:00,benign_eval,attack_history_run_57,riddle,,,,recipe,paraphraser,deepseek-chat,ok,1034,40,259,10,8.093000000000001e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:49+00:00,benign_eval,attack_history_run_57,riddle,,,,recipe,target,gemini-2.5-flash,ok,84,2985,21,747,0.0007917,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:49+00:00,benign_eval,attack_history_run_57,riddle,,,,recipe,refusal_judge,gemini-2.5-flash,ok,3397,6,850,2,0.0002996,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:16:49+00:00,benign_eval,attack_history_run_57,riddle,,,,recipe,utility_judge,gemini-2.5-flash,ok,686,9,172,3,6.335e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:03+00:00,benign_eval,attack_history_run_57,poem,,,,recipe,benign_rewriter,deepseek-chat,ok,406,965,102,242,0.00029374,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:03+00:00,benign_eval,attack_history_run_57,poem,,,,recipe,paraphraser,deepseek-chat,ok,1699,43,425,11,0.00012685000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:03+00:00,benign_eval,attack_history_run_57,poem,,,,recipe,target,gemini-2.5-flash,ok,87,5303,22,1326,0.0014,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:03+00:00,benign_eval,attack_history_run_57,poem,,,,recipe,refusal_judge,gemini-2.5-flash,ok,5715,6,1429,2,0.00050225,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:03+00:00,benign_eval,attack_history_run_57,poem,,,,recipe,utility_judge,gemini-2.5-flash,ok,689,9,173,3,6.369999999999999e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:31+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,recipe,benign_rewriter,deepseek-chat,ok,390,971,98,243,0.00029376,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:31+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,recipe,paraphraser,deepseek-chat,ok,1705,54,427,14,0.00013069,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:31+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,recipe,target,gemini-2.5-flash,ok,98,3009,25,753,0.0007994,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:31+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,recipe,refusal_judge,gemini-2.5-flash,ok,3421,6,856,2,0.0003017,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:31+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,recipe,utility_judge,gemini-2.5-flash,ok,700,9,175,3,6.44e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:46+00:00,benign_eval,attack_history_run_57,dialogue,,,,recipe,benign_rewriter,deepseek-chat,ok,424,1711,106,428,0.00049942,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:46+00:00,benign_eval,attack_history_run_57,dialogue,,,,recipe,paraphraser,deepseek-chat,ok,2445,55,612,14,0.00018064,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:46+00:00,benign_eval,attack_history_run_57,dialogue,,,,recipe,target,gemini-2.5-flash,ok,99,4701,25,1176,0.00124355,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:46+00:00,benign_eval,attack_history_run_57,dialogue,,,,recipe,refusal_judge,gemini-2.5-flash,ok,5113,6,1279,2,0.00044975,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:17:46+00:00,benign_eval,attack_history_run_57,dialogue,,,,recipe,utility_judge,gemini-2.5-flash,ok,701,9,176,3,6.475e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:08+00:00,benign_eval,attack_history_run_57,riddle,,,,friendship,benign_rewriter,deepseek-chat,ok,368,271,92,68,9.964000000000002e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:08+00:00,benign_eval,attack_history_run_57,riddle,,,,friendship,paraphraser,deepseek-chat,ok,1005,38,252,10,7.904e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:08+00:00,benign_eval,attack_history_run_57,riddle,,,,friendship,target,gemini-2.5-flash,ok,82,1963,21,491,0.0005229000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:08+00:00,benign_eval,attack_history_run_57,riddle,,,,friendship,refusal_judge,gemini-2.5-flash,ok,2375,6,594,2,0.00020999999999999998,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:08+00:00,benign_eval,attack_history_run_57,riddle,,,,friendship,utility_judge,gemini-2.5-flash,ok,656,9,164,3,6.0549999999999995e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:25+00:00,benign_eval,attack_history_run_57,poem,,,,friendship,benign_rewriter,deepseek-chat,ok,378,468,95,117,0.00015435,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:25+00:00,benign_eval,attack_history_run_57,poem,,,,friendship,paraphraser,deepseek-chat,ok,1202,56,301,14,9.667000000000002e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:25+00:00,benign_eval,attack_history_run_57,poem,,,,friendship,target,gemini-2.5-flash,ok,100,233,25,59,7.07e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:25+00:00,benign_eval,attack_history_run_57,poem,,,,friendship,refusal_judge,gemini-2.5-flash,ok,645,6,162,2,5.88e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:25+00:00,benign_eval,attack_history_run_57,poem,,,,friendship,utility_judge,gemini-2.5-flash,ok,674,9,169,3,6.23e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.35,1.05,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:34+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,friendship,benign_rewriter,deepseek-chat,ok,362,1741,91,436,0.00050417,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260412T154910Z_attack57_baseline_full,2026-04-12T16:18:34+00:00,benign_eval,attack_history_run_57,nursery_rhyme,,,,friendship,paraphraser,deepseek-chat,ok,2475,54,619,14,0.00018253000000000003,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
